meal_name,cuisine,meal_type,diet_type,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min
Reach Soup,Thai,Breakfast,Vegan,995,12.5,36.7,18.3,5.5,33.2,734,157,283,Boiled,58,77
To Pasta,Mexican,Breakfast,Vegan,480,54.7,99.1,10.7,3.1,29.7,1937,63,148,Raw,11,10
Bar Curry,Mediterranean,Snack,Vegan,864,26.6,144.5,51.9,29.8,32.8,1221,241,189,Fried,42,93
Four Pasta,Thai,Lunch,Vegetarian,1178,68.8,65.0,4.5,23.6,20.3,1308,53,497,Grilled,32,51
Near Curry,American,Dinner,Balanced,737,36.6,115.3,25.9,14.7,11.9,1210,4,344,Steamed,58,118
Case Stew,Chinese,Lunch,Paleo,297,76.0,10.9,17.9,24.5,31.4,1289,38,236,Grilled,54,38
Congress Rice,Indian,Snack,Paleo,260,61.7,112.4,22.9,24.4,20.4,942,176,209,Raw,40,60
Make Sandwich,Chinese,Snack,Vegan,462,34.5,114.3,25.1,24.4,21.1,1425,173,280,Fried,59,81
Into Curry,Mediterranean,Lunch,Paleo,938,20.2,131.9,25.6,22.0,47.6,2079,149,146,Baked,24,17
Stop Salad,Mediterranean,Snack,Vegetarian,661,43.9,116.0,13.5,3.8,19.1,2128,153,265,Grilled,7,92
Place Soup,Japanese,Snack,Paleo,1006,23.1,128.0,53.1,24.1,38.5,1773,0,399,Steamed,15,106
Alone Curry,Japanese,Lunch,Low-Carb,203,67.8,102.4,3.1,17.7,47.2,2409,272,242,Boiled,34,89
Far Soup,Mexican,Lunch,Vegetarian,834,70.2,49.5,43.1,7.8,40.2,1039,183,424,Grilled,38,20
Tonight Curry,Chinese,Breakfast,Balanced,261,39.8,22.3,56.5,23.1,33.9,2201,123,405,Raw,28,53
Economy Pasta,Mexican,Lunch,Balanced,1098,50.4,122.7,0.8,3.7,17.6,2324,64,466,Baked,52,93
Before Soup,Italian,Breakfast,Low-Carb,1124,44.5,130.5,49.8,24.4,13.8,851,26,238,Steamed,16,38
Against Sandwich,Chinese,Dinner,Balanced,506,49.9,50.5,5.2,3.1,9.2,983,234,267,Fried,42,36
Military Salad,Italian,Snack,Keto,1149,24.6,18.5,45.9,10.1,48.2,1664,91,132,Boiled,50,25
Part Sandwich,Chinese,Dinner,Vegan,949,55.3,70.5,15.9,7.5,14.1,2072,16,219,Fried,56,83
Week Wrap,Chinese,Snack,Balanced,760,74.2,132.9,8.8,9.8,42.1,1135,81,466,Boiled,18,29
Since Stew,Thai,Lunch,Keto,768,70.1,40.2,3.9,23.0,41.3,130,171,309,Raw,52,113
Still Salad,Mexican,Dinner,Paleo,533,57.3,110.5,47.1,14.0,3.4,1325,104,258,Baked,31,19
Ball Curry,American,Snack,Low-Carb,907,30.0,147.3,56.8,0.0,13.9,1322,140,217,Fried,34,50
Year Sandwich,Indian,Dinner,Low-Carb,1051,77.6,137.7,55.4,15.7,32.0,1842,185,469,Boiled,21,13
Day Curry,American,Lunch,Paleo,395,50.7,145.3,36.0,21.4,21.2,2426,133,250,Baked,27,47
Staff Salad,American,Lunch,Keto,494,22.5,33.8,32.0,24.1,25.2,414,104,297,Raw,35,8
North Pasta,Mexican,Snack,Keto,1026,73.2,18.8,26.4,14.5,38.9,225,139,368,Boiled,25,64
Keep Soup,Japanese,Dinner,Low-Carb,846,69.7,82.8,9.2,6.1,3.5,1839,14,107,Baked,15,8
Authority Soup,Chinese,Breakfast,Low-Carb,252,72.3,22.9,46.7,28.6,5.1,1277,117,318,Boiled,54,23
Ask Wrap,Italian,Dinner,Keto,238,31.1,89.2,10.4,14.0,49.6,60,153,386,Baked,9,11
North Pasta,Mediterranean,Snack,Vegetarian,1161,71.2,36.1,43.1,21.8,0.4,1338,6,365,Steamed,6,53
Happy Rice,Italian,Breakfast,Keto,343,6.3,139.9,42.3,14.5,14.2,1249,105,161,Baked,46,59
Could Stew,Mediterranean,Dinner,Vegetarian,526,7.7,9.3,44.1,10.4,2.7,1779,104,483,Boiled,6,30
Worker Salad,Mediterranean,Breakfast,Balanced,476,19.1,140.5,18.1,22.8,48.5,417,14,243,Grilled,12,68
Business Pasta,Japanese,Snack,Balanced,572,11.6,106.4,17.9,18.5,44.3,1426,151,340,Roasted,15,20
Reach Curry,Indian,Dinner,Low-Carb,231,47.0,85.8,39.6,6.5,43.4,702,135,330,Roasted,50,17
Mind Stew,Thai,Dinner,Paleo,237,37.1,3.8,6.6,2.7,19.0,1838,245,203,Boiled,47,19
Two Pasta,Italian,Snack,Balanced,1000,32.3,74.2,12.0,23.6,22.9,2482,204,105,Raw,53,22
Machine Wrap,Mexican,Snack,Balanced,1089,51.9,30.6,16.5,12.1,19.4,237,22,476,Steamed,13,114
Buy Wrap,Japanese,Dinner,Paleo,1092,23.4,16.0,15.5,2.7,34.7,2119,128,449,Roasted,60,66
Stay Wrap,Chinese,Breakfast,Paleo,572,11.9,112.6,36.3,5.6,44.8,125,182,287,Raw,8,55
Hit Rice,Japanese,Lunch,Vegan,856,71.4,133.0,22.3,5.2,12.9,351,182,435,Grilled,10,79
See Salad,Chinese,Snack,Vegetarian,275,26.3,112.1,21.6,26.0,37.7,777,74,224,Baked,48,42
Late Wrap,American,Breakfast,Balanced,977,12.8,10.2,27.4,24.6,36.8,2416,233,347,Baked,52,14
Article Rice,Mexican,Dinner,Balanced,887,30.4,59.7,23.4,27.0,28.1,797,198,243,Steamed,41,110
Entire Soup,Japanese,Breakfast,Vegetarian,337,6.0,138.3,3.0,15.2,48.0,478,207,451,Baked,14,119
Chair Stew,Mexican,Snack,Vegetarian,577,21.8,29.7,1.1,13.2,30.1,1851,262,389,Baked,38,105
Each Pasta,Chinese,Snack,Low-Carb,319,10.5,108.2,28.3,26.4,42.5,163,61,243,Steamed,51,119
Know Sandwich,Japanese,Breakfast,Low-Carb,243,68.5,0.8,31.1,14.5,10.4,67,253,410,Boiled,46,93
Defense Pasta,Indian,Snack,Vegetarian,454,28.6,92.5,28.1,12.2,16.4,2471,126,418,Raw,12,111
Trade Stew,Indian,Dinner,Vegan,389,78.2,66.3,26.1,11.1,29.5,710,110,455,Fried,41,101
Nation Wrap,Thai,Dinner,Keto,983,25.8,74.1,58.6,9.1,5.0,857,116,263,Baked,31,86
Those Curry,Mexican,Dinner,Vegan,1023,74.0,122.8,17.8,21.4,10.9,1660,258,451,Steamed,22,63
Most Soup,Mediterranean,Lunch,Paleo,1099,18.1,33.7,29.7,19.4,29.2,715,181,186,Grilled,57,18
Key Rice,Mediterranean,Dinner,Keto,866,60.6,57.1,24.2,26.3,10.6,1688,79,211,Raw,43,5
Nation Salad,Chinese,Lunch,Vegan,504,21.6,46.0,15.4,25.8,38.1,961,273,360,Grilled,5,76
Mrs Stew,Chinese,Breakfast,Vegan,723,59.9,2.9,24.6,24.2,49.5,987,218,307,Baked,50,11
Education Stew,Indian,Dinner,Low-Carb,1189,45.9,83.7,39.3,4.0,31.2,236,40,354,Baked,37,116
Bring Stew,Thai,Breakfast,Paleo,197,52.0,96.2,11.9,25.4,33.8,2108,294,496,Boiled,36,6
Positive Soup,Mediterranean,Lunch,Balanced,575,9.9,41.2,36.6,13.9,47.9,2443,83,477,Raw,59,81
Red Rice,Mexican,Breakfast,Vegan,1041,76.8,113.3,31.1,0.5,7.4,498,209,300,Roasted,14,65
Suffer Sandwich,Japanese,Dinner,Vegetarian,844,78.4,36.6,48.7,12.0,21.9,1575,262,282,Boiled,41,11
Wind Rice,Mexican,Lunch,Vegetarian,994,20.3,94.2,51.1,5.1,15.4,2030,256,328,Boiled,28,36
Kitchen Rice,Japanese,Snack,Balanced,230,63.3,107.7,47.8,24.0,18.0,919,261,196,Fried,42,83
Total Pasta,Mediterranean,Breakfast,Vegetarian,960,66.2,108.6,11.0,19.5,30.8,1239,90,187,Steamed,14,44
Wife Wrap,Italian,Breakfast,Low-Carb,471,34.0,114.7,33.9,18.4,32.5,179,102,195,Grilled,39,10
Address Stew,Thai,Snack,Balanced,536,72.1,147.9,56.1,25.9,10.5,186,262,411,Baked,6,75
Air Stew,Chinese,Snack,Keto,742,20.0,10.8,59.8,20.7,10.9,357,27,262,Boiled,60,44
Each Rice,Chinese,Dinner,Paleo,503,77.2,94.7,54.4,17.5,29.1,929,7,408,Steamed,7,96
Where Stew,Mexican,Lunch,Balanced,458,70.3,65.6,52.8,11.1,6.8,1262,73,170,Raw,10,9
Necessary Wrap,Indian,Dinner,Vegan,1118,13.7,31.8,17.9,11.5,43.8,178,20,102,Raw,33,24
Recently Curry,Indian,Snack,Vegetarian,792,53.8,60.1,41.6,9.0,10.7,1033,284,174,Fried,39,32
Old Soup,Italian,Dinner,Vegetarian,1179,18.4,85.5,30.1,8.2,5.7,659,218,324,Grilled,8,83
Office Stew,Thai,Dinner,Low-Carb,175,19.5,131.1,17.9,8.3,29.3,651,79,282,Steamed,31,112
Lay Salad,Mexican,Lunch,Paleo,374,61.5,78.5,11.1,24.1,28.7,337,8,223,Grilled,36,52
Next Sandwich,Indian,Dinner,Balanced,1103,37.9,100.6,18.3,14.6,8.1,327,22,170,Raw,35,16
Tree Curry,Italian,Breakfast,Vegan,736,73.9,113.1,35.6,5.7,2.4,1456,280,456,Grilled,28,105
Talk Wrap,Indian,Breakfast,Low-Carb,1128,11.9,29.4,39.8,17.8,0.9,196,256,349,Boiled,33,110
Treatment Soup,American,Snack,Paleo,1161,35.0,104.9,23.3,2.8,30.0,942,8,401,Raw,53,86
Science Curry,Italian,Dinner,Vegetarian,789,66.6,12.2,29.8,23.7,37.5,847,152,392,Roasted,47,103
Mrs Salad,Japanese,Lunch,Vegan,1042,33.7,44.1,21.0,11.9,27.2,2190,56,385,Baked,45,47
Never Stew,Thai,Dinner,Keto,1066,19.3,9.6,14.6,1.2,21.1,254,149,433,Fried,36,87
Store Soup,Indian,Snack,Keto,1015,10.9,91.1,37.0,11.3,5.6,302,136,366,Grilled,35,8
Concern Stew,Mexican,Breakfast,Balanced,475,43.5,113.4,38.9,6.0,37.0,1940,101,388,Raw,42,16
Time Sandwich,Mediterranean,Lunch,Paleo,139,40.9,1.4,12.7,2.6,12.9,2208,193,185,Grilled,47,75
Small Pasta,Indian,Dinner,Vegan,685,43.0,40.2,17.7,8.5,22.0,122,224,281,Steamed,5,20
Attention Pasta,Chinese,Breakfast,Vegetarian,695,64.1,114.2,39.5,26.5,36.4,656,224,424,Fried,56,20
Choice Wrap,American,Breakfast,Paleo,725,74.7,5.2,14.3,6.3,27.9,2085,49,378,Grilled,56,98
Drive Rice,Mediterranean,Lunch,Vegan,1150,7.3,6.0,4.2,21.3,19.2,2291,112,391,Baked,55,65
Decision Rice,Mediterranean,Snack,Keto,880,18.3,25.9,40.9,23.6,5.4,2499,278,159,Fried,7,78
Gas Soup,American,Snack,Keto,642,17.0,93.6,41.2,13.0,49.0,1208,0,432,Roasted,46,91
Data Salad,Mexican,Dinner,Vegetarian,510,18.1,48.7,22.0,22.3,41.0,1824,101,361,Raw,53,76
On Pasta,Chinese,Snack,Vegan,285,24.5,25.7,4.4,26.5,28.3,1552,123,145,Grilled,53,60
Establish Pasta,Indian,Dinner,Balanced,185,39.4,5.7,14.8,28.9,1.9,578,236,350,Roasted,7,42
Day Sandwich,Italian,Dinner,Balanced,567,60.6,30.7,14.9,14.1,24.4,1428,159,454,Baked,22,26
Source Sandwich,Mediterranean,Snack,Balanced,541,37.7,148.3,38.0,27.5,39.1,307,3,129,Boiled,15,105
Full Soup,Japanese,Dinner,Vegetarian,788,33.6,139.5,53.0,5.2,28.8,1826,223,215,Boiled,42,119
Try Soup,Italian,Snack,Vegetarian,196,74.8,27.2,24.0,25.7,18.2,2467,192,325,Raw,55,40
Vote Curry,Italian,Dinner,Keto,596,17.5,100.7,53.7,17.6,45.9,1073,248,254,Baked,47,48
Certain Curry,Indian,Snack,Paleo,410,48.9,132.4,4.2,10.6,11.2,240,23,345,Roasted,56,59
Gas Wrap,Italian,Dinner,Paleo,1094,13.7,128.9,35.3,23.7,29.7,576,72,447,Fried,46,61
Charge Curry,Mexican,Dinner,Paleo,596,56.2,98.0,57.9,11.6,25.8,1853,77,353,Grilled,59,12
Mother Soup,Mexican,Breakfast,Keto,349,76.0,96.0,49.1,6.6,2.8,729,222,246,Baked,8,18
Choice Pasta,Mediterranean,Snack,Balanced,916,15.4,108.9,48.5,7.1,39.3,579,87,344,Boiled,22,90
Current Sandwich,Italian,Lunch,Vegetarian,546,16.1,108.5,46.7,4.4,30.5,435,108,106,Baked,15,111
Difference Curry,American,Dinner,Vegetarian,603,31.9,81.3,19.9,16.4,38.5,1870,205,313,Boiled,31,15
Effort Wrap,Mediterranean,Snack,Low-Carb,287,21.3,4.5,36.1,3.7,16.9,2295,173,237,Boiled,55,103
Follow Wrap,Mediterranean,Lunch,Vegetarian,539,68.8,9.1,12.7,14.9,36.8,176,152,133,Steamed,59,19
Stuff Pasta,Italian,Dinner,Vegetarian,295,46.8,109.4,34.2,24.5,35.6,243,78,419,Fried,53,60
Prevent Sandwich,Indian,Lunch,Vegetarian,1024,48.2,115.9,56.6,23.5,6.8,1485,101,238,Steamed,24,57
Why Pasta,Thai,Snack,Paleo,616,36.0,84.1,38.9,11.0,1.8,2374,165,469,Roasted,34,39
Its Wrap,Thai,Lunch,Balanced,831,8.4,71.9,6.0,15.8,16.3,220,16,245,Steamed,16,44
Wish Wrap,Japanese,Dinner,Balanced,541,5.9,109.6,35.0,11.3,22.6,1658,257,409,Grilled,55,6
Education Stew,Mediterranean,Breakfast,Low-Carb,928,44.0,62.0,49.7,0.4,48.1,1154,279,313,Roasted,12,83
Future Curry,Mediterranean,Dinner,Low-Carb,178,49.0,86.5,27.1,10.6,37.1,617,188,401,Raw,10,96
Worry Soup,Japanese,Breakfast,Paleo,953,30.2,18.9,17.8,19.5,33.1,846,300,101,Fried,16,104
Fly Soup,Indian,Lunch,Low-Carb,780,30.4,71.9,30.8,24.7,15.2,2091,79,218,Fried,50,24
Foot Wrap,Mexican,Snack,Balanced,739,24.5,96.7,16.3,5.6,42.3,2201,139,150,Fried,41,98
Cost Pasta,Mexican,Snack,Vegan,334,48.7,21.7,40.0,7.2,22.6,1838,135,412,Steamed,55,15
Money Wrap,Italian,Dinner,Paleo,918,35.3,66.6,19.1,25.6,21.6,722,220,246,Grilled,21,45
Mention Salad,Italian,Breakfast,Vegetarian,615,18.9,108.3,57.7,13.5,15.2,1082,133,331,Steamed,51,11
Thought Curry,Indian,Breakfast,Vegetarian,132,70.6,69.1,3.1,12.5,19.1,2469,0,441,Boiled,8,78
Debate Salad,American,Snack,Low-Carb,1035,28.3,66.7,0.3,23.2,1.2,1307,160,104,Grilled,9,84
Knowledge Stew,Mexican,Lunch,Vegan,889,59.9,50.2,21.3,23.1,28.4,986,131,136,Boiled,6,64
Daughter Salad,Mediterranean,Breakfast,Vegetarian,282,53.3,105.4,57.4,25.5,42.9,1053,240,266,Roasted,50,5
Hold Pasta,Italian,Dinner,Keto,543,78.8,1.4,57.4,9.2,36.3,2275,245,116,Boiled,23,22
Hour Salad,Italian,Breakfast,Low-Carb,547,27.5,66.4,39.6,25.3,30.1,1805,126,396,Roasted,42,58
Share Wrap,Chinese,Snack,Keto,299,30.6,102.1,4.0,2.3,47.3,307,25,390,Boiled,33,54
Ability Rice,Thai,Snack,Balanced,192,13.7,47.7,26.6,28.5,18.0,648,132,355,Boiled,23,98
Car Salad,Mexican,Dinner,Low-Carb,403,66.3,91.3,56.7,24.7,38.4,2400,297,254,Baked,24,92
Summer Stew,Mexican,Lunch,Keto,233,49.2,4.8,34.9,29.0,6.5,1947,209,250,Fried,39,56
Somebody Pasta,Indian,Dinner,Vegetarian,315,22.1,88.2,38.3,18.9,3.9,2430,101,213,Baked,37,77
Meet Wrap,Indian,Snack,Vegan,1015,66.1,138.4,30.7,22.2,41.5,495,192,455,Grilled,35,64
Nothing Curry,Japanese,Lunch,Vegan,689,23.5,26.6,48.0,6.6,14.6,2288,48,263,Grilled,49,31
Time Stew,American,Lunch,Balanced,1156,69.2,129.9,12.5,17.5,29.1,76,221,185,Fried,10,87
Party Salad,Chinese,Lunch,Vegetarian,266,12.4,70.3,24.5,10.9,29.6,1299,6,492,Baked,13,39
Tree Soup,Japanese,Snack,Vegan,970,43.5,146.5,28.0,7.5,13.9,1004,38,402,Steamed,58,47
City Soup,Indian,Lunch,Vegetarian,338,33.4,75.4,59.1,16.2,6.3,2327,271,235,Fried,43,96
Month Stew,Italian,Snack,Paleo,443,72.9,81.2,0.2,10.7,38.3,1094,118,169,Boiled,7,110
City Stew,Japanese,Snack,Low-Carb,139,73.7,124.3,34.2,4.6,46.2,1542,25,232,Roasted,56,33
History Soup,Thai,Dinner,Low-Carb,676,41.5,27.5,14.1,17.7,30.9,2056,215,134,Grilled,12,12
Letter Stew,American,Breakfast,Keto,1107,29.8,112.8,57.5,28.6,33.5,1840,27,122,Steamed,44,117
Tv Wrap,American,Lunch,Vegetarian,278,71.8,137.4,51.2,16.4,32.6,464,168,281,Boiled,14,28
Young Curry,Japanese,Breakfast,Vegetarian,624,20.8,72.5,49.7,11.4,33.2,1394,126,468,Steamed,31,110
Family Pasta,Mediterranean,Breakfast,Vegan,822,63.7,45.9,46.1,16.8,36.5,587,206,258,Fried,59,79
Perform Soup,Japanese,Dinner,Vegan,787,43.9,32.2,45.3,22.3,7.2,1935,39,248,Raw,13,29
Discover Sandwich,Italian,Lunch,Low-Carb,383,62.9,87.5,56.0,21.5,38.3,2043,267,465,Boiled,52,24
Country Pasta,Italian,Dinner,Vegan,213,40.2,130.5,54.3,8.8,43.1,999,164,171,Grilled,39,29
End Sandwich,Italian,Breakfast,Paleo,249,38.0,116.1,54.8,26.4,7.1,1491,234,281,Boiled,41,100
Open Pasta,American,Dinner,Low-Carb,698,20.7,113.8,44.8,18.0,32.4,1817,157,283,Steamed,28,14
Current Pasta,Italian,Snack,Paleo,355,38.5,141.2,14.4,14.2,7.7,1712,261,191,Roasted,53,81
Idea Stew,Mediterranean,Snack,Vegetarian,990,42.6,14.8,19.7,2.1,7.9,703,299,463,Fried,54,12
Model Salad,Indian,Dinner,Low-Carb,1070,19.0,52.2,32.2,13.1,2.2,1998,125,433,Baked,25,62
Place Rice,Chinese,Lunch,Keto,634,76.3,5.7,28.1,0.5,2.6,1432,234,471,Steamed,44,73
Somebody Rice,Mediterranean,Breakfast,Vegetarian,834,14.0,137.4,56.8,14.2,0.7,2125,101,381,Grilled,34,37
End Rice,Thai,Lunch,Balanced,973,77.2,148.6,20.0,6.1,11.1,1320,110,246,Grilled,23,116
Painting Sandwich,Japanese,Breakfast,Vegetarian,313,13.3,142.7,49.9,8.7,13.6,55,96,110,Boiled,36,13
Themselves Soup,Indian,Snack,Low-Carb,1127,54.8,17.2,31.3,24.4,22.0,1486,67,135,Baked,45,36
Mrs Soup,Chinese,Lunch,Low-Carb,126,60.1,102.5,47.0,4.7,5.3,773,37,164,Fried,11,24
Measure Sandwich,Indian,Snack,Keto,436,33.2,21.3,42.2,5.4,22.0,512,8,305,Roasted,23,22
Meet Soup,Indian,Breakfast,Keto,617,76.0,149.1,7.0,5.8,43.8,1723,218,469,Raw,6,61
Moment Soup,Indian,Lunch,Balanced,996,18.7,59.1,32.6,27.8,46.2,117,34,199,Grilled,33,51
Arrive Salad,Chinese,Breakfast,Vegetarian,817,21.3,82.8,27.2,10.1,42.3,766,121,467,Raw,42,66
Hit Sandwich,Japanese,Lunch,Vegan,1026,62.6,72.5,52.1,23.2,33.6,1942,210,230,Grilled,49,53
Rise Stew,Mediterranean,Dinner,Paleo,662,77.9,20.3,37.2,21.8,5.2,1541,112,165,Boiled,29,91
These Salad,Japanese,Snack,Keto,837,24.9,81.2,22.2,19.9,30.2,211,294,308,Steamed,14,11
Weight Curry,Italian,Breakfast,Balanced,862,31.8,41.4,23.3,4.5,39.7,1629,99,248,Boiled,49,73
Return Sandwich,Mexican,Dinner,Vegan,409,51.2,43.0,5.0,8.1,49.5,769,70,276,Grilled,60,26
Success Curry,Mexican,Snack,Vegan,901,59.3,102.0,29.0,2.9,18.3,810,3,229,Steamed,6,64
Impact Stew,Chinese,Lunch,Keto,417,54.9,91.7,11.7,14.1,23.6,1575,299,294,Baked,47,108
For Pasta,Mediterranean,Snack,Balanced,152,47.6,30.3,42.9,27.8,46.2,2146,170,382,Fried,47,59
Film Rice,Japanese,Snack,Balanced,540,37.1,139.0,2.7,6.6,5.4,1490,102,430,Baked,25,100
Set Salad,Japanese,Lunch,Balanced,851,79.6,122.9,0.8,17.0,4.2,812,294,265,Roasted,43,79
Road Sandwich,American,Dinner,Keto,556,58.0,18.1,30.8,26.4,19.5,2069,117,121,Roasted,40,82
Notice Salad,Mediterranean,Lunch,Paleo,497,34.0,119.2,52.0,19.0,32.1,2323,242,407,Baked,40,43
Find Stew,Mexican,Snack,Low-Carb,1016,79.1,27.9,20.3,1.7,32.9,751,197,319,Boiled,49,90
Agreement Soup,Japanese,Breakfast,Keto,699,62.0,79.2,44.4,20.0,14.4,1857,46,143,Fried,36,112
Today Pasta,Thai,Snack,Low-Carb,180,36.1,128.9,51.2,3.6,45.1,1979,230,134,Baked,26,105
Give Sandwich,Mexican,Snack,Paleo,150,69.0,85.7,10.2,26.2,6.4,1710,257,244,Roasted,40,119
Reveal Wrap,Chinese,Breakfast,Vegan,213,49.3,101.2,1.6,5.7,33.5,941,265,343,Steamed,23,49
Order Salad,Indian,Breakfast,Keto,887,37.2,121.6,59.2,14.3,18.1,1321,41,178,Steamed,49,9
Size Rice,Chinese,Lunch,Paleo,204,27.5,68.1,7.6,13.7,26.9,2257,287,482,Steamed,36,50
Blue Pasta,Indian,Dinner,Low-Carb,1030,56.4,47.4,49.1,6.0,11.8,1209,52,469,Boiled,56,69
Anything Sandwich,Italian,Lunch,Vegan,570,39.9,22.3,39.6,16.6,40.0,1992,144,286,Baked,36,38
Relationship Soup,Indian,Snack,Balanced,992,68.3,114.7,16.5,28.1,14.4,1637,298,488,Fried,40,44
Report Sandwich,Chinese,Dinner,Low-Carb,116,32.6,139.0,1.8,15.0,0.8,2188,262,352,Baked,23,38
Knowledge Sandwich,Thai,Breakfast,Vegan,713,31.4,121.4,41.8,10.0,15.3,1229,221,240,Fried,58,45
Cost Wrap,Mediterranean,Snack,Low-Carb,143,68.3,2.3,12.9,6.7,45.2,1449,109,233,Roasted,59,65
Where Wrap,Indian,Lunch,Keto,255,72.9,108.5,54.6,14.2,22.6,979,37,414,Roasted,18,102
Say Sandwich,Indian,Dinner,Paleo,307,63.2,137.3,52.6,23.7,30.0,344,245,213,Roasted,52,72
Expect Sandwich,Thai,Lunch,Keto,554,76.9,6.6,48.3,13.0,43.3,455,62,222,Steamed,15,70
Cover Rice,Thai,Lunch,Vegetarian,700,66.6,51.7,14.6,23.1,15.5,501,251,341,Grilled,28,107
Adult Salad,Japanese,Lunch,Paleo,184,20.8,136.7,23.4,29.1,22.1,232,169,270,Boiled,52,19
Return Sandwich,Thai,Snack,Keto,281,73.6,62.1,20.0,18.5,46.2,313,198,428,Boiled,43,90
Often Sandwich,Thai,Dinner,Paleo,425,37.2,111.0,28.9,27.2,31.0,1076,58,445,Baked,20,60
White Salad,Japanese,Snack,Vegan,214,64.1,26.3,30.6,24.1,16.4,1444,196,414,Roasted,39,13
Tv Salad,Japanese,Snack,Vegetarian,317,58.6,28.8,56.9,28.0,36.7,1248,178,363,Baked,10,37
Mr Sandwich,Thai,Snack,Paleo,208,32.8,147.4,24.0,3.9,34.3,1244,50,389,Grilled,34,56
My Soup,Chinese,Dinner,Low-Carb,174,16.7,9.7,21.3,21.2,12.8,657,96,417,Steamed,51,7
Believe Salad,Japanese,Lunch,Balanced,112,38.0,83.9,55.5,0.1,21.8,2117,294,239,Boiled,22,87
Floor Salad,American,Dinner,Keto,644,13.6,137.9,48.3,4.6,24.9,1801,5,219,Roasted,8,60
Use Curry,Japanese,Dinner,Low-Carb,280,42.9,52.4,55.3,12.0,35.1,58,206,355,Raw,16,58
Affect Salad,Mediterranean,Breakfast,Low-Carb,1051,24.8,134.1,21.9,9.5,45.6,992,114,233,Roasted,9,80
Executive Sandwich,Mexican,Breakfast,Balanced,795,34.8,9.0,42.0,27.2,34.5,1746,242,155,Roasted,22,63
Yeah Salad,Japanese,Dinner,Paleo,597,49.6,4.0,12.4,5.0,18.1,2328,35,152,Baked,12,104
Much Sandwich,Mediterranean,Breakfast,Paleo,728,33.0,53.6,13.1,13.8,23.1,109,51,417,Roasted,38,43
He Sandwich,American,Dinner,Balanced,521,61.1,108.2,59.3,4.1,30.1,1014,229,124,Fried,55,76
Reveal Wrap,Thai,Breakfast,Keto,567,39.9,78.8,33.1,3.6,42.4,576,169,368,Baked,36,109
Attack Curry,Mediterranean,Dinner,Vegetarian,1192,65.3,6.6,56.8,18.6,27.5,1863,167,487,Boiled,7,14
Phone Soup,Mexican,Breakfast,Low-Carb,816,27.7,72.2,54.6,28.2,10.9,1612,154,233,Baked,37,54
Board Sandwich,American,Snack,Vegetarian,1041,73.2,38.3,56.4,1.7,25.0,759,121,218,Roasted,18,31
People Pasta,Mexican,Snack,Keto,602,68.9,104.5,29.7,25.3,49.3,1451,132,239,Fried,12,15
Event Soup,Thai,Snack,Keto,1128,52.1,117.7,53.7,23.4,19.5,1751,88,190,Baked,59,112
Later Wrap,Indian,Snack,Vegan,247,57.1,95.5,24.0,6.8,32.3,2198,29,405,Fried,52,87
Quality Pasta,Italian,Dinner,Keto,913,53.7,72.4,59.6,23.0,14.2,901,139,482,Fried,42,32
Environmental Soup,Indian,Breakfast,Paleo,641,38.8,102.6,12.2,20.4,23.2,803,150,191,Grilled,10,47
Believe Soup,American,Breakfast,Vegan,233,75.9,123.7,8.1,0.1,8.8,982,270,460,Roasted,40,106
Society Salad,Mexican,Breakfast,Balanced,603,52.1,56.9,38.8,23.2,4.4,484,285,291,Grilled,22,104
General Rice,Italian,Lunch,Vegan,479,16.1,87.9,32.2,20.1,32.4,1404,84,121,Raw,60,22
Director Pasta,Chinese,Dinner,Balanced,484,8.9,68.7,21.5,25.4,35.9,1571,299,297,Baked,20,37
Six Rice,Italian,Lunch,Low-Carb,685,66.2,125.8,58.9,13.6,45.7,329,68,153,Boiled,42,34
Admit Wrap,Chinese,Breakfast,Balanced,490,25.6,117.8,43.9,10.6,30.5,353,285,152,Baked,60,43
Real Pasta,Chinese,Lunch,Paleo,125,68.3,105.9,10.0,16.4,9.8,329,73,405,Roasted,13,71
Visit Pasta,Chinese,Snack,Vegan,696,12.1,125.1,36.7,3.6,28.1,489,185,231,Roasted,36,24
Talk Curry,Thai,Lunch,Keto,1122,34.7,38.7,12.0,1.6,21.9,547,274,381,Steamed,59,57
Police Rice,Mediterranean,Dinner,Vegan,473,12.9,132.7,53.7,17.2,2.0,1085,161,259,Roasted,29,19
Recent Pasta,Thai,Dinner,Vegetarian,822,53.4,87.2,38.1,21.2,16.0,1712,51,464,Steamed,60,73
Wind Stew,Thai,Snack,Paleo,1198,28.6,82.2,31.8,19.1,38.2,728,81,292,Raw,18,91
Commercial Wrap,Thai,Lunch,Paleo,867,6.3,24.8,49.3,19.5,36.1,65,277,434,Fried,8,18
Any Stew,Thai,Lunch,Keto,156,64.8,128.1,8.0,26.8,33.2,2168,2,409,Boiled,19,39
Serious Pasta,Mexican,Lunch,Paleo,178,65.4,84.2,26.9,22.7,48.7,2146,177,101,Grilled,17,118
Help Stew,Indian,Breakfast,Vegan,648,29.3,108.6,23.5,8.2,3.0,2469,167,151,Boiled,25,118
Many Wrap,Mexican,Lunch,Balanced,471,36.8,23.3,9.2,9.0,20.1,623,59,316,Raw,32,73
